piranhona,DO,word,aumentativo de piranha
idiotinha,INS,word,diminutivo de idiota
burrinho,INS,word,diminutivo de burro
burrao,INS,word,aumentativo de burro
trouxinha,INS,word,diminutivo de trouxa; uso muito comum
palhacinho,INS,word,diminutivo de palhaco
chatinho,INS,word,diminutivo de chato
fracassadinho,INS,word,diminutivo de fracassado
retardadinho,INS,word,diminutivo de retardado (tambem capacitista)
jumentinho,INS,word,diminutivo de jumento
merdinha,OBS,word,diminutivo de merda
bostinha,OBS,word,diminutivo de bosta
putinha,OBS,word,diminutivo de puta
putona,OBS,word,aumentativo de puta
cuzinho,OBS,word,variante diminutiva relacionada a cuzao
foder,OBS,word,verbo cuja forma e amplamente usada como obscenidade generica
fodendo,OBS,word,variante gerundio de foder
fodido,OBS,word,participio/adjetivo de foder; obscenidade ou expressao de situacao ruim
fudido,OBS,word,variante grafica informal de fodido
fodida,OBS,word,variante feminina de fodido
fudida,OBS,word,variante grafica informal de fodida
babaca,INS,word,ataque a identidade; insulto popular BR
babacao,INS,word,aumentativo de babaca
panaca,INS,word,ataque a identidade; insulto popular BR
corno,INS,word,insulto popular BR (cuckold); muito comum em trash talk
corninho,INS,word,diminutivo de corno
burra,INS,word,variante feminina de burro
nub,INS,word_ambiguous,variante grafica de noob; ofensivo apenas quando direcionado
vacilao,INS,word,ataque ao desempenho/atitude
vacilante,INS,word,variante adjetiva de vacilao
pereba,INS,word,insulto regional BR para algo/alguem de baixa qualidade
mocorongo,INS,word,insulto regional BR (cafona; sem traquejo)
pangare,INS,word,insulto BR (cavalo velho); usado para jogador fraco
jegue,INS,word,sinonimo regional de jumento
paspalho,INS,word,insulto BR para pessoa tola/desajeitada
mongol,INS,word,insulto capacitista popular; referencia pejorativa a sindrome de down
mongolzinho,INS,word,diminutivo pejorativo de mongol; tambem capacitista
monguinho,INS,word,variante grafica de mongolzinho; tambem capacitista
estupido,INS,word,ataque a identidade
estupida,INS,word,variante feminina de estupido
nojento,INS,word,ataque a identidade; expressa repulsa
anta,INS,word,insulto BR (literalmente tapir) para pessoa lenta/tola
tosco,INS,word_ambiguous,ofensivo apenas quando direcionado; tambem usado para objetos/situacoes
lesado,INS,word_ambiguous,ofensivo apenas quando direcionado; tambem significa machucado
ridiculo,INS,word_ambiguous,ofensivo apenas quando direcionado; tambem descreve situacoes
miseravel,INS,word_ambiguous,ofensivo apenas quando direcionado; tambem significa pobre
praga,INS,word_ambiguous,ofensivo apenas quando direcionado; tambem significa pesteinfestacao
praguinha,INS,word_ambiguous,diminutivo de praga; ofensivo apenas quando direcionado
insuportavel,INS,word_ambiguous,ofensivo apenas quando direcionado; tambem descreve situacoes
sem\s+nocao,INS,phrase_pattern,ataque a identidade/atitude
sem\s+cerebro,INS,phrase_pattern,ataque a inteligencia
sem\s+moral,INS,phrase_pattern,ataque a identidade/conduta
erro\s+primario,INS,phrase_pattern,mofa de erro basico no jogo
pior\s+jogador,INS,phrase_pattern,ataque direto ao desempenho
cabeca\s+de\s+vento,INS,phrase_pattern,insulto BR (pessoa distraida/tola)
cabeca\s+de\s+bagre,INS,phrase_pattern,insulto BR (pessoa tola)
ze\s+ruela,INS,phrase_pattern,insulto BR (pessoa irrelevante/joao ninguem)
otaku\s+fedido,INS,phrase_pattern,insulto combinando estereotipo e obscenidade leve
capivara\s+de\s+elo,INS,phrase_pattern,meme BR para jogador de baixo desempenho no ranqueado
fraco\s+demais,INS,phrase_pattern,ataque intensificado ao desempenho
joga\s+nada,INS,phrase_pattern,ataque ao desempenho
vai\s+se\s+ferrar,INS,phrase_pattern,provocacao/ameaca leve de consequencia
credo\s+que\s+lixo,INS,phrase_pattern,expressao de desprezo intensificada
escroto,OBS,word,obscenidade/insulto popular BR
escrota,OBS,word,variante feminina de escroto
cabaco,OBS,word,obscenidade popular BR
caraio,OBS,word,variante fonetica de caralho
ze\s+buceta,OBS,phrase_pattern,insulto vulgar BR (pessoa irrelevante)
gayzinho,DO,word,termo pejorativo e homofobico
kys,AME,word,abreviacao de kill yourself; incitamento a autolesao
se\s+mata,AME,phrase_pattern,incitamento a autolesao
elojob,GIRIA,word,servico de boosting de elo mediante pagamento
feedando,GIRIA,word,variante gerundio de feed
interando,GIRIA,word,variante gerundio de int (morrer intencionalmente)
intando,GIRIA,word,variante gerundio de int
desgracadinho,OBS,word,diminutivo de desgracado
